Id,SalePrice
530,54232300.888436384
532,45742971.8001939
534,37173892.52349399
540,34556332.88364363
541,28369268.027557213
551,37955411.19506303
552,45611871.135815516
554,23901440.08177563
555,29253532.66622911
556,30939478.03982559
557,29892108.28243119
565,47595115.58625249
566,76063374.4042972
567,34389455.48594592
569,51251954.0184631
570,39622551.17266958
574,48138010.25784072
575,52242115.71395416
576,36428578.616474725
577,49917702.14901326
578,60302275.38264663
583,54898907.48512786
584,54742198.468829915
585,37678268.20096633
587,50519537.83973883
593,44022857.83041668
597,54761735.34977343
598,41095573.887680426
599,39133843.55195105
600,27033197.893509567
605,54107167.33887625
607,41009346.090570435
608,39142783.122964986
611,42745003.65196732
616,32926840.67650345
625,42216171.324215874
629,42657587.212117
630,43292748.186088376
631,33128001.63195411
640,46554178.98497798
642,55990923.63934434
643,30656619.338045947
646,32767818.357795153
647,36457786.62290562
655,24123231.751367778
659,22709806.500891186
663,14494085.477619145
665,27176436.556666043
667,70606269.45283617
673,39815028.59017564
676,33318334.30765279
680,47615230.12846016
682,35733512.70970363
687,41216562.980090596
688,48428582.6035273
692,31517962.845683664
693,32352983.762838516
695,48270274.24308862
697,33336105.522504598
700,58312940.13606511
702,51208793.72886862
703,34509214.82350528
704,33774404.49150744
712,22533774.92115161
713,33570394.03981656
717,69613015.2740521
720,44972474.9254452
721,19971472.135556903
726,41885262.96051018
733,26339882.98808594
736,34437662.68141266
738,31700594.58874289
741,42391484.50304706
743,17933025.332994793
745,28018220.983749308
750,47686613.01307622
756,34489000.35791433
757,35984150.82200493
758,44377106.21715706
760,22592872.086404726
765,32012990.008090723
775,28066082.52785418
776,27501880.6680435
780,52239941.756763324
783,42088804.7225035
790,30950364.915440526
795,20782377.75385502
796,30341067.116525613
797,42173118.70761504
798,31783287.658460848
804,45560252.21944892
805,49060523.13816207
806,52132575.977703296
808,36278453.90599272
814,38946554.33612286
818,71997593.49283157
821,51985800.60141789
822,54652170.42074159
825,54100114.7718704
827,48738019.498211145
830,38560092.934679866
834,48834132.034076
835,54475318.92297476
842,30370986.331198886
845,43505405.27352129
852,45363754.262424916
857,26128909.096938092
858,34919359.63432482
859,25688739.599375024
860,29218218.640892804
861,23885278.260524087
864,57368507.27431745
868,45605249.308910504
869,49686294.645423494
872,52833724.54330661
873,42590942.07099763
885,29023595.32400227
890,34409387.441344
895,25755237.400321145
899,25322378.552731153
906,33369803.67108103
918,30694376.75839238
923,35645244.24545893
925,33313252.535988543
927,32485967.44111942
932,53935550.94990953
933,28772511.731159195
934,33149372.058033936
942,29598089.94120706
947,54569123.28822381
948,58354139.45759453
951,27297643.00374682
957,57558050.31960254
958,51311345.30715535
959,46025071.18640991
963,41947719.498708256
967,51201188.940242834
968,57893476.916206025
971,40743062.37398555
972,36728428.30831247
976,19214543.01666365
978,19214543.01666365
979,30470246.83542523
984,21292223.840254713
986,37149616.15241665
991,55336496.63535572
996,43452972.69806841
1001,48297122.69549315
1007,47019059.35510922
1008,44808893.65591209
1009,36343500.50231131
1014,43454966.56350715
1022,52107556.98058477
1024,38975807.719501816
1027,35711678.04361028
1030,42358483.09639249
1032,34659087.39336594
1035,31784687.963393014
1042,28821629.59950295
1047,31941848.81964285
1050,25792832.84900037
1055,51467277.17407634
1059,75973245.2550555
1061,67526849.59238297
1064,74895577.92153226
1077,41080189.30309268
1081,44448848.4952464
1092,40623660.069739565
1093,48007656.797238685
1095,38811109.52799562
1099,63260178.42992806
1101,61646472.613271184
1103,63372518.53070836
1109,57717296.75375958
1112,51766643.58330279
1113,49093621.58518028
1114,47618814.465746865
1116,50269911.05103374
1117,43514768.67261244
1119,54373570.35234471
1121,41171612.335537
1122,40562107.32874212
1125,57148802.24854114
1137,34542423.56225485
1142,48862142.88576843
1144,45365965.69946965
1145,45362930.91293256
1147,45399973.09949698
1148,46688059.13005015
1149,36194197.447774574
1150,29186728.644036885
1153,26005785.927788973
1154,25011162.517252475
1159,75991803.07384986
1161,35638721.702611595
1167,41466151.390899345
1171,46130564.760762185
1174,38412472.79408289
1188,49594197.068241574
1189,38396346.52622044
1191,46391321.652917534
1195,29696113.775655486
1199,43472232.836603984
1201,50259317.06810093
1204,51867011.40027242
1211,33031962.512213826
1214,40756728.36905927
1219,31284837.883382265
1220,18143893.19647121
1227,43112112.6612687
1229,48551490.25659279
1231,34690201.652289845
1234,53595969.95846222
1235,31510401.2505269
1239,40802729.64764144
1240,36714930.52621576
1241,44748062.32755311
1246,24616755.902077895
1249,49407822.74155522
1250,33241187.768081315
1252,39841929.60640572
1259,49870777.18503786
1267,23956241.044964626
1269,26362644.84495501
1270,40584410.039303705
1272,29354722.208761215
1274,37187558.59735801
1276,26915141.061075073
1279,41658819.276762195
1281,48203191.238248296
1286,42310246.885938
1287,35405072.762823395
1290,19952250.212415587
1291,36935062.83470019
1297,42797882.05089016
1302,44611862.18952508
1303,13666272.89590841
1312,26134331.54859991
1315,34646405.04395331
1322,30188000.804270018
1327,30062299.656211335
1331,43350725.85428588
1333,30875120.482849214
1334,31573721.619789768
1336,28166150.356654454
1341,31733156.299883246
1344,18691498.988505892
1347,50657152.16260135
1348,46249330.02474983
1353,45094205.17349761
1355,37908248.64016666
1356,24270104.02505986
1357,50715415.517670825
1361,38758507.594734356
1364,29928840.923140083
1368,29130727.414938807
1369,24148183.392570738
1371,36355213.99112447
1373,33064654.020350296
1374,33116429.13301066
1387,34003853.243516184
1388,25638546.557177752
1392,38913299.23747213
1394,38918504.39666732
1406,34303573.25984078
1407,56879468.39135213
1408,38837484.69839655
1409,44373892.30915056
1411,41738217.19187084
1412,22062396.523056053
1413,33412466.559203792
1414,36511165.64962541
1425,51082684.73419626
1430,44282578.51779752
1431,44370033.89803127
1435,42818819.058547884
1441,44159855.72266229
1444,48701588.62434687
1445,27211716.004932348
1446,29761618.505857483
1452,25814537.900678013
1453,23713902.641018406
1456,52282500.89545626
1457,57892286.65300188
1460,63542657.8854456
1463,61028112.05263327
1468,49119648.69298905
1471,44422187.258925535
1474,46373275.75793985
1475,42024510.900392026
1476,43070720.446905345
1478,36621909.98554603
1482,26956026.78700759
1483,26963582.455138158
1484,27257629.610770505
1485,27077983.526220642
1496,36952567.032747306
1497,33625033.24649688
1500,30962247.77564006
1506,24678115.432089977
1507,23712993.325104214
1509,31109147.61986945
1510,40730099.32628943
1513,33425585.09007797
1517,38189487.6490383
1518,51317603.4579918
1523,49406997.176626556
1524,34332752.11590457
1526,42074745.559000485
1529,37089430.816069655
1531,43329150.709113464
1535,35049011.31254182
1536,31922999.070414957
1538,88812026.12901697
1540,54088453.605049446
1543,28889570.59056692
1545,25427094.006037172
1546,28632869.33135912
1557,25589780.71797119
1558,36099654.960581966
1559,23105085.24848706
1563,47656337.49166886
1568,37204071.13624861
1571,49633206.609931126
1578,35053686.11211561
1579,44634086.15007047
1584,42671821.052716106
1586,62948298.55585407
1604,26148001.584132306
1606,29581115.521160826
1610,51306743.02140035
1611,44339131.20921239
1618,38394051.82961294
1623,44681942.27173282
1624,39986438.57980003
1628,37121620.64507941
1633,55016862.66144493
1645,37786006.49780877
1649,51661414.26256837
1652,33552995.79560765
1653,35647109.823761
1656,43552763.39265349
1662,49159082.37010101
1668,27210105.496757295
1670,29189682.212747984
1672,27674630.705666423
1673,24344794.393452838
1674,39465394.24350353
1677,32784167.199256487
1678,32693713.751918513
1679,36279883.705350414
1685,55797470.13024499
1692,77466444.39076348
1693,66131784.766082756
1696,77010295.02143341
1709,67758722.94350508
1711,63463059.818574466
1717,40826778.1664429
1718,40820906.882506475
1721,46780732.049793996
1722,40986442.553039305
1725,55947310.84958212
1726,40529020.444882125
1730,38698719.2463787
1731,38254949.01664524
1733,43243689.14787229
1737,38337338.59008077
1746,45619119.344294935
1747,31913233.54894684
1748,34700002.56566048
1749,49222200.59686931
1760,43426251.71848265
1761,112259713.22725065
1762,73633672.85807659
1768,115480331.38548931
1769,51801016.49898788
1770,68063919.00770722
1776,41293673.88902189
1781,65516865.76243345
1785,53294757.73057813
1792,51700070.83898747
1798,56657907.46900568
1812,47031947.54130492
1814,43426741.48656588
1817,27754712.79156524
1818,50285811.06371131
1822,28279274.13505535
1823,33925852.77209959
1829,55978079.85236219
1838,39392371.79105159
1845,42317096.40894239
1851,41133783.42776246
1855,67132913.9581091
1856,42336852.562981255
1858,38003811.24548554
1865,63409866.209004685
1866,32210325.11201797
1867,39582274.33904038
1868,44153670.725528084
1876,35289898.53625046
1878,37845493.27606618
1879,48002882.53295245
1882,27659001.6443488
1883,32387561.47202627
1887,21596522.270175815
1895,37959864.849944256
1898,39169712.226816416
1904,15762348.70657509
1908,51315107.87755607
1917,27254805.71979824
1918,29268946.21529493
1920,30173963.993026655
1922,29668102.50598972
1923,35257584.88102277
1931,31620553.16012275
1935,28253173.799088195
1936,26281847.20018846
1939,27763156.9689965
1943,36319932.45548967
1944,28716785.502631743
1946,79717755.94624282
1952,20016809.70806245
1954,25655146.37015793
1958,31202451.580536105
1964,29562286.434289765
1966,35039794.67664284
1969,22552600.116395514
1977,27998867.360929597
1980,27698946.269006945
1984,37163621.44638033
1985,29084472.880275108
1988,21291221.87164778
1989,29799124.874458037
1991,41468749.01509172
1992,36506306.94125125
1997,35015645.454341955
1999,58479720.15085568
2003,31895979.56305518
2005,32851476.388425257
2010,32278390.219913878
2012,33490518.521418396
2016,36568679.915153846
2017,34199409.686069265
2022,56348402.67341117
2023,46953287.00798918
2035,38025980.108593054
2036,48225592.27569486
2040,35104402.7133316
2042,46771038.35478291
2043,20705067.474531826
2055,25431921.478003863
2056,26911360.014886495
2059,26075553.787016843
2064,26641033.537499044
2066,66693886.94028641
2070,34846086.08964774
2071,25737864.029900666
2078,63314716.57797382
2080,41892955.192482695
2085,30039363.959075626
2089,31106265.944295377
2090,48424949.77161983
2092,58999781.44916834
2094,58124263.86239576
2095,52785173.26899694
2098,78359821.2998287
2099,52802063.28570731
2103,52802063.28570731
2120,34021149.113488905
2122,36117586.723272406
2123,35501328.957832016
2134,44423021.811626345
2135,27380264.900539435
2136,30617478.002188545
2143,28213609.498241615
2145,61496196.552724406
2146,58617017.980509624
2148,43246446.11625237
2155,50826069.200045966
2156,57234016.27513872
2157,27069152.824730285
2159,48584015.36479008
2161,40039025.243192025
2164,36403656.224619724
2165,38504770.951175794
2169,28839960.904422734
2171,29318869.145376652
2180,37901848.2538955
2182,124504708.19539677
2184,28671490.367227815
2185,24661055.32035007
2188,18714211.433883958
2191,34668654.77525669
2192,23417274.008374058
2196,59605336.74155669
2198,22200529.30830914
2204,36204087.09138268
2210,52585929.78733852
2213,29810090.513985477
2215,74623161.68796907
2219,65133097.42611778
2221,49985539.51120175
2224,48009383.17630777
2228,31431302.590590406
2232,35176635.768355064
2239,29095655.834098518
2246,48815943.1953289
2247,49317681.8090557
2249,28226447.27953186
2251,43408014.49011559
2254,27259507.640010238
2256,45465886.80215845
2259,61231650.86450496
2263,48076932.95918367
2266,45901434.21428553
2271,45042399.35501543
2274,51707443.2018735
2275,53042389.74175084
2280,29449628.64727213
2281,33513935.616291676
2291,28343942.640809894
2292,32684713.952543575
2295,47321427.66207764
2297,20357688.98326366
2299,45565014.196592845
2302,23677855.53249707
2303,23674899.255534865
2304,24832082.52446221
2308,56571501.38317148
2312,59157473.98388113
2314,38723600.84974003
2315,45405486.85279662
2316,39548233.65220192
2320,50108710.36328017
2321,63260881.44882648
2322,50477109.5919022
2325,39512738.40900943
2336,74244056.59914552
2340,50290663.39648924
2341,55651745.765504114
2342,60260416.44576818
2345,56515528.220105514
2346,43068954.34211195
2347,34454735.103626326
2354,58279209.13268528
2357,44076437.87716088
2359,33943156.47164306
2360,31104919.88080454
2361,25036486.714291222
2362,21888327.601988174
2366,37671582.28742258
2367,27802223.862641674
2370,32770140.767700907
2373,27491508.87062769
2376,25882315.35471287
2378,39155122.20413668
2382,51732698.52596421
2387,65721255.07507941
2392,63022000.91406107
2395,65058924.96872538
2396,56724775.75804007
2397,58077615.33680229
2399,57462344.19018089
2401,77139262.56118086
2402,53771784.51273624
2407,40373142.814602084
2411,37730871.569426715
2414,38732318.985667355
2418,62051689.9700025
2419,39172262.25223801
2424,40131030.29822332
2427,33904179.73305558
2430,44636325.745814554
2439,48060888.293099955
2441,59503645.9211238
2442,58160498.21859941
2446,99749025.19258809
2447,79084300.98100846
2452,68844860.76740721
2457,65210919.28561096
2458,49716742.66029359
2462,72568626.66416399
2465,42379508.780535676
2467,42906472.26066838
2473,28822579.416403297
2478,49828011.810202464
2479,42007242.811354436
2482,36149187.40489254
2485,27180245.465966903
2488,40008059.83499267
2494,29375334.79010554
2500,62467053.605329715
2509,33419741.74284338
2512,39968008.53991878
2514,30329675.587705966
2515,42492888.39387327
2516,45884571.218879245
2518,36578862.546629466
2519,36668347.04592459
2520,31636325.71823746
2527,43212340.49768064
2532,29086351.95441474
2538,29584977.896720674
2539,35831644.23614796
2543,28719470.98527855
2551,35249349.540544316
2554,29014937.826474845
2555,32291595.825706385
2557,24620069.0626156
2561,33937914.32635574
2563,39087684.696413405
2564,41624940.57583573
2570,30878149.92510322
2571,79174857.60204528
2576,39169649.198525436
2582,30482257.613911133
2584,39739759.033398926
2587,32583461.139507465
2589,30102072.311029427
2591,55065947.90320182
2597,24770173.87642999
2602,41861585.6947065
2605,59940595.67450388
2610,44914418.168347865
2611,34051722.49472327
2614,26244249.32209075
2616,47867089.828657255
2617,36125800.726197414
2620,42154509.46290727
2623,26171608.339486215
2631,37335314.34199867
2638,44144231.753769994
2639,41394220.884995334
2645,50910780.5329191
2647,23858694.50456037
2648,41808788.572876096
2650,31008581.14266023
2652,30628705.091154438
2656,31903798.377802055
2658,49395104.117517956
2661,53907790.82529669
2665,45513672.961771786
2673,44396033.72311579
2678,30296665.813518092
2679,29529854.541138697
2680,19061433.9582675
2685,29431104.935940903
2695,35172139.02239699
2698,28384453.156708833
2700,54829872.23846815
2706,38740611.49876026
2708,29996838.458695486
2709,34324156.65907534
2711,27333597.52353869
2718,56019085.92336374
2719,56140331.589908876
2721,48164444.98128375
2725,41500858.08915196
2726,52792913.80426934
2732,41706118.668471694
2733,37919099.80029661
2739,46731955.67002933
2747,37764497.13523246
2751,54046790.82045866
2754,39984582.3504829
2755,51490486.76264168
2756,45288047.66938675
2758,52064392.51192823
2763,46100190.79327864
2764,49390087.972375214
2765,47710210.70461085
2766,30771505.51868051
2768,40859710.36906073
2781,48945142.38182084
2784,39096760.44732596
2785,27974577.06046318
2786,25148269.465013392
2796,53151168.400667615
2797,59231850.78112138
2801,54852382.240010574
2805,52167907.58089438
2806,41181214.69659028
2812,45754159.16868144
2817,38603790.63520093
2822,33760953.12469489
2825,58649696.85478299
2828,30971745.39376094
2831,44292704.05414548
2843,54539949.5270713
2845,32256152.349612355
2847,40065222.55777385
2855,43394772.51287897
2856,37583648.69313047
2859,39391297.02864439
2865,56822641.72100973
2867,44521098.88759208
2869,49815434.92091535
2870,59118096.936019294
2874,36145580.4844905
2876,19334697.880930033
2889,31337723.772573687
2892,66029260.98622672
2895,52102863.19443141
2898,65098234.23122825
2901,57341882.99143511
2902,61215704.02877803
2908,29023657.937519804
2909,31967211.252794772
2916,37966565.01828198
2917,16193208.622952813
2919,25275943.415187422
2921,28330395.11443652
2922,49962179.170095235
2925,37287641.71218643
2928,24471298.718004294
